"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55","PC56","PC57"
"tau_original_shape_LeastAxisLength_2",0.0618961710720346,-0.0578308505607692,0.00613999567961082,0.0361257395836158,0.0198951150023958,-0.0166915242130994,-0.0286538318358473,0.0487790498520413,0.00958027755970217,0.065029814638096,0.0166273706810437,0.00605345404873052,-0.0201708876825703,-0.016582504536696,-0.00649327527205023,-0.0456363707728569,-0.0511409887374209,-0.0372671852687503,0.0287046743993784,-0.0155087477404507,0.00282665884158485,0.0150177921610907,0.0345140479574927,-0.0257338579201576,0.0178838736805228,0.0187914384312236,-0.0648270206426054,-0.00719308427168777,0.0319731652886208,0.0320725751705464,-0.000625516038278736,0.0206645437956945,0.00075716274244034,0.0206064716811152,0.00515840284964278,0.0206705684372981,-0.0383511333031928,-0.00456629390665975,-0.0500037342611669,0.0171951421036153,0.000156166089560413,0.0604595077901882,-0.0039385386497027,-0.0136214347563042,-0.00521106863222993,0.0113436609947029,0.0132612787193136,0.0235451149924686,-0.0538884530518902,0.00791977925726931,-0.0147573188329413,-0.0236021321141435,0.0267581755739882,0.0327951790038167,-0.00380921934016336,0.0266464840769722,-0.00532392588389674
"ve_original_shape_LeastAxisLength_2",0.062205032407175,-0.0572546747956766,0.00628207615315019,0.036481584241818,0.0197084024163157,-0.0168675084252342,-0.0287313969372212,0.048482843091203,0.00912915856350711,0.0647186225204256,0.0174362000174169,0.00598866048978797,-0.019557126259275,-0.0157773274281759,-0.00571649393881046,-0.0461402702251566,-0.0525876809778937,-0.038000527603953,0.0283666415213508,-0.014602135049601,0.00322978389126758,0.0153869979273075,0.0329630496584292,-0.0240940787377409,0.0186932355289078,0.0223264163144818,-0.0679364635279386,-0.000972222356179875,0.0317663826829821,0.0311423009093813,-0.00314751131805718,0.0223251945797538,0.00528895440089724,0.0203270185961716,0.00248838528673839,0.0238931050565619,-0.0261622357739017,-0.00934155951764848,-0.0441279099515491,-0.00171030852562847,-0.0244392935339797,0.0455674030773168,0.0082913697451946,-0.012374655700907,-0.0236905216551599,0.00798875464166614,0.0300178840621877,0.0138790857669923,-0.0402084501800622,0.0131176697284297,-0.00125907015933905,-0.0281588086192617,0.0273981282438909,0.0374343624992519,0.00601063783514594,0.0236049696360806,0.00264642031276277
"vp_original_shape_LeastAxisLength_2",0.062205032407175,-0.0572546747956766,0.00628207615315019,0.036481584241818,0.0197084024163157,-0.0168675084252342,-0.0287313969372212,0.048482843091203,0.00912915856350711,0.0647186225204256,0.0174362000174169,0.00598866048978797,-0.019557126259275,-0.0157773274281759,-0.00571649393881046,-0.0461402702251566,-0.0525876809778937,-0.038000527603953,0.0283666415213508,-0.014602135049601,0.00322978389126758,0.0153869979273075,0.0329630496584292,-0.0240940787377409,0.0186932355289078,0.0223264163144818,-0.0679364635279386,-0.000972222356179875,0.0317663826829821,0.0311423009093813,-0.00314751131805718,0.0223251945797538,0.00528895440089724,0.0203270185961716,0.00248838528673839,0.0238931050565619,-0.0261622357739017,-0.00934155951764848,-0.0441279099515491,-0.00171030852562847,-0.0244392935339797,0.0455674030773168,0.0082913697451946,-0.012374655700907,-0.0236905216551599,0.00798875464166614,0.0300178840621877,0.0138790857669923,-0.0402084501800622,0.0131176697284297,-0.00125907015933905,-0.0281588086192617,0.0273981282438909,0.0374343624992519,0.00601063783514594,0.0236049696360806,0.00264642031276277
"fp_original_shape_MajorAxisLength_1",-0.0662790749879976,-0.0292544398090671,-0.0140789393582832,-0.00690766606927107,0.0785452368419949,0.0387408284727858,-0.0156966857715341,-0.0141920359306593,0.0210797081485369,0.0239973176850545,0.0101051609568971,0.0180655388896956,-0.00943397103162876,-0.028088180414116,0.0170552371170328,-0.0315242721667497,0.0459051777623102,0.00156105067279237,0.0271076505326442,-0.0315906552035344,0.0629569756171083,0.00478439801463369,0.0276444040334596,0.0754549977627457,0.00958162040515122,0.0493749376932195,-0.0272967675089538,-0.0197568881468534,-0.023400768131491,-0.0405066824690193,-0.00906321540944917,0.0214229779465872,0.066415198802142,-0.0280952602029658,-0.016616897459954,-0.0264617955642608,0.0298315707392069,-0.00768018857662438,0.00214340520823652,0.0149856839802298,0.0592633857367064,-0.0460914522316344,0.00229914493893365,-0.0391441896088468,0.0723363544404247,-0.0660613708402517,-0.0579095356248853,0.00162109739536583,-0.0124216509518252,-0.0111773860964306,0.0999444182409428,-0.0873891662512531,-0.000149776719316947,-0.0159029489322761,-0.00274209927363326,-0.0317213104238054,-0.0108382619333962
"ktrans_original_shape_MajorAxisLength_1",-0.0662790749879976,-0.0292544398090671,-0.0140789393582832,-0.00690766606927107,0.0785452368419949,0.0387408284727858,-0.0156966857715341,-0.0141920359306593,0.0210797081485369,0.0239973176850545,0.0101051609568971,0.0180655388896956,-0.00943397103162876,-0.028088180414116,0.0170552371170328,-0.0315242721667497,0.0459051777623102,0.00156105067279237,0.0271076505326442,-0.0315906552035344,0.0629569756171083,0.00478439801463369,0.0276444040334596,0.0754549977627457,0.00958162040515122,0.0493749376932195,-0.0272967675089538,-0.0197568881468534,-0.023400768131491,-0.0405066824690193,-0.00906321540944917,0.0214229779465872,0.066415198802142,-0.0280952602029658,-0.016616897459954,-0.0264617955642608,0.0298315707392069,-0.00768018857662438,0.00214340520823652,0.0149856839802298,0.0592633857367064,-0.0460914522316344,0.00229914493893365,-0.0391441896088468,0.0723363544404247,-0.0660613708402517,-0.0579095356248853,0.00162109739536583,-0.0124216509518252,-0.0111773860964306,0.0999444182409428,-0.0873891662512531,-0.000149776719316947,-0.0159029489322761,-0.00274209927363326,-0.0317213104238054,-0.0108382619333962
"tau_original_shape_MajorAxisLength_1",-0.0657638584925034,-0.0279600733296232,-0.0136569857421252,-0.00577313543093034,0.0785199890467631,0.038433237147426,-0.0159287038054252,-0.0149775780407599,0.0199344250359055,0.0232037371703941,0.01271183873829,0.0179866763346726,-0.00764191728824333,-0.0258994269161112,0.0197571773947786,-0.0330214217981264,0.0421893524460381,0.000698091088469892,0.0258044008889692,-0.0307713218150902,0.0634108313065226,0.0049433413686058,0.0241313721101481,0.080937175450701,0.0116699360537589,0.0595556882457192,-0.0363443547565468,-0.0016132338955739,-0.0238669237582121,-0.0443404556892529,-0.0157339717805664,0.0262656473306573,0.0800952093862059,-0.0294727726069868,-0.0241281253438034,-0.0175198724882049,0.0644831197240907,-0.0211169785553243,0.0190035365636958,-0.0379919153989306,-0.00978720904961589,-0.0881667701342145,0.0363123913067588,-0.0353054631089344,0.0210908211038136,-0.0740211274236479,-0.0097024223017459,-0.027049853688887,0.026127432642266,0.004102980494727,0.139044718836999,-0.101951746401925,0.00162047909168924,-0.00392079791082053,0.0230748918060685,-0.0417236797797357,-0.00636653393355511
"ve_original_shape_MajorAxisLength_1",-0.0662790749879976,-0.0292544398090671,-0.0140789393582832,-0.00690766606927107,0.0785452368419949,0.0387408284727858,-0.0156966857715341,-0.0141920359306593,0.0210797081485369,0.0239973176850545,0.0101051609568971,0.0180655388896956,-0.00943397103162876,-0.028088180414116,0.0170552371170328,-0.0315242721667497,0.0459051777623102,0.00156105067279237,0.0271076505326442,-0.0315906552035344,0.0629569756171083,0.00478439801463369,0.0276444040334596,0.0754549977627457,0.00958162040515122,0.0493749376932195,-0.0272967675089538,-0.0197568881468534,-0.023400768131491,-0.0405066824690193,-0.00906321540944917,0.0214229779465872,0.066415198802142,-0.0280952602029658,-0.016616897459954,-0.0264617955642608,0.0298315707392069,-0.00768018857662438,0.00214340520823652,0.0149856839802298,0.0592633857367064,-0.0460914522316344,0.00229914493893365,-0.0391441896088468,0.0723363544404247,-0.0660613708402517,-0.0579095356248853,0.00162109739536583,-0.0124216509518252,-0.0111773860964306,0.0999444182409428,-0.0873891662512531,-0.000149776719316947,-0.0159029489322761,-0.00274209927363326,-0.0317213104238054,-0.0108382619333962
"vp_original_shape_MajorAxisLength_1",-0.0662790749879976,-0.0292544398090671,-0.0140789393582832,-0.00690766606927107,0.0785452368419949,0.0387408284727858,-0.0156966857715341,-0.0141920359306593,0.0210797081485369,0.0239973176850545,0.0101051609568971,0.0180655388896956,-0.00943397103162876,-0.028088180414116,0.0170552371170328,-0.0315242721667497,0.0459051777623102,0.00156105067279237,0.0271076505326442,-0.0315906552035344,0.0629569756171083,0.00478439801463369,0.0276444040334596,0.0754549977627457,0.00958162040515122,0.0493749376932195,-0.0272967675089538,-0.0197568881468534,-0.023400768131491,-0.0405066824690193,-0.00906321540944917,0.0214229779465872,0.066415198802142,-0.0280952602029658,-0.016616897459954,-0.0264617955642608,0.0298315707392069,-0.00768018857662438,0.00214340520823652,0.0149856839802298,0.0592633857367064,-0.0460914522316344,0.00229914493893365,-0.0391441896088468,0.0723363544404247,-0.0660613708402517,-0.0579095356248853,0.00162109739536583,-0.0124216509518252,-0.0111773860964306,0.0999444182409428,-0.0873891662512531,-0.000149776719316947,-0.0159029489322761,-0.00274209927363326,-0.0317213104238054,-0.0108382619333962
"fp_original_shape_MajorAxisLength_2",-0.0329081903916045,-0.0770789931402599,-0.0347425785608535,-0.013272285739101,-0.00524742433553748,0.00346799509101142,0.0249668290125031,0.0349569811398193,0.0815824271290629,-0.0693142602559123,0.0254828837731743,-0.0582644771966965,-0.010090592644311,-0.0495716202739504,0.00138260252669051,0.0493975985877023,-0.0498149364221704,-0.0488473800654284,-0.0478232116451969,0.0227112119587381,-0.0117072252759391,-0.0258473362025729,0.047918734459471,-0.0294095171230166,0.00621120583690644,0.0481004202576718,0.0293103467871772,-0.0203488414633092,0.0170582604471746,-0.0203521633531409,-0.0358991178333656,0.00796964918959434,0.0412760735405898,-0.0176363572315108,-0.000615575419852881,0.0333184196612648,-0.0334533884848177,-0.00367678394552573,0.0185533314863406,-0.0129099820777498,0.0316894099086353,0.0233311160062001,0.0284055361798695,-0.0791759492637445,-0.0159821598465437,-0.00280828650223498,-0.020918587692817,0.0159640811770398,-0.0313536822884782,0.0116783585588812,0.00617585571148943,0.0400441903498387,-0.00803365116333506,-0.0259086166424006,-0.0187136708412568,0.0410315144627075,-0.0106952200507207
"ktrans_original_shape_MajorAxisLength_2",-0.0329081903916045,-0.0770789931402599,-0.0347425785608535,-0.013272285739101,-0.00524742433553748,0.00346799509101142,0.0249668290125031,0.0349569811398193,0.0815824271290629,-0.0693142602559123,0.0254828837731743,-0.0582644771966965,-0.010090592644311,-0.0495716202739504,0.00138260252669051,0.0493975985877023,-0.0498149364221704,-0.0488473800654284,-0.0478232116451969,0.0227112119587381,-0.0117072252759391,-0.0258473362025729,0.047918734459471,-0.0294095171230166,0.00621120583690644,0.0481004202576718,0.0293103467871772,-0.0203488414633092,0.0170582604471746,-0.0203521633531409,-0.0358991178333656,0.00796964918959434,0.0412760735405898,-0.0176363572315108,-0.000615575419852881,0.0333184196612648,-0.0334533884848177,-0.00367678394552573,0.0185533314863406,-0.0129099820777498,0.0316894099086353,0.0233311160062001,0.0284055361798695,-0.0791759492637445,-0.0159821598465437,-0.00280828650223498,-0.020918587692817,0.0159640811770398,-0.0313536822884782,0.0116783585588812,0.00617585571148943,0.0400441903498387,-0.00803365116333506,-0.0259086166424006,-0.0187136708412568,0.0410315144627075,-0.0106952200507207
"tau_original_shape_MajorAxisLength_2",-0.0321985148301398,-0.0761280711154473,-0.0346077830099977,-0.0123031093342062,-0.00580080100491358,0.00296506028949628,0.0249064991390689,0.0344569021569851,0.0809608817661433,-0.0706862194015775,0.0280478026481186,-0.0589187013538961,-0.00843092844641468,-0.0476771436739423,0.00362557268236251,0.0482829231931581,-0.0544674416975841,-0.0514145175177268,-0.0491483968526553,0.025490177712247,-0.0106359162942126,-0.0249721398610014,0.0438845533207015,-0.024955648040346,0.00862203947805018,0.0587174873949851,0.0204880545836562,-0.00257931309560698,0.0166462254326704,-0.0231567200969601,-0.043468627003836,0.0128545632909727,0.0546875254960557,-0.0185574493289964,-0.00831575717341541,0.042916085660284,0.00138162643158295,-0.0174889059921398,0.035584740969756,-0.0675293963179513,-0.0390043070390337,-0.0193535230343144,0.063912692818087,-0.0762451460688234,-0.0694294060496325,-0.0124933991710339,0.027268599074464,-0.0117567436416847,0.00777805770814884,0.0267797533824945,0.0451450689066668,0.027192839011412,-0.00621533153151967,-0.0126908135887568,0.00945634096841573,0.0326301416137276,-0.0152660859378062
"ve_original_shape_MajorAxisLength_2",-0.0329081903916045,-0.0770789931402599,-0.0347425785608535,-0.013272285739101,-0.00524742433553748,0.00346799509101142,0.0249668290125031,0.0349569811398193,0.0815824271290629,-0.0693142602559123,0.0254828837731743,-0.0582644771966965,-0.010090592644311,-0.0495716202739504,0.00138260252669051,0.0493975985877023,-0.0498149364221704,-0.0488473800654284,-0.0478232116451969,0.0227112119587381,-0.0117072252759391,-0.0258473362025729,0.047918734459471,-0.0294095171230166,0.00621120583690644,0.0481004202576718,0.0293103467871772,-0.0203488414633092,0.0170582604471746,-0.0203521633531409,-0.0358991178333656,0.00796964918959434,0.0412760735405898,-0.0176363572315108,-0.000615575419852881,0.0333184196612648,-0.0334533884848177,-0.00367678394552573,0.0185533314863406,-0.0129099820777498,0.0316894099086353,0.0233311160062001,0.0284055361798695,-0.0791759492637445,-0.0159821598465437,-0.00280828650223498,-0.020918587692817,0.0159640811770398,-0.0313536822884782,0.0116783585588812,0.00617585571148943,0.0400441903498387,-0.00803365116333506,-0.0259086166424006,-0.0187136708412568,0.0410315144627075,-0.0106952200507207
"vp_original_shape_MajorAxisLength_2",-0.0329081903916045,-0.0770789931402599,-0.0347425785608535,-0.013272285739101,-0.00524742433553748,0.00346799509101142,0.0249668290125031,0.0349569811398193,0.0815824271290629,-0.0693142602559123,0.0254828837731743,-0.0582644771966965,-0.010090592644311,-0.0495716202739504,0.00138260252669051,0.0493975985877023,-0.0498149364221704,-0.0488473800654284,-0.0478232116451969,0.0227112119587381,-0.0117072252759391,-0.0258473362025729,0.047918734459471,-0.0294095171230166,0.00621120583690644,0.0481004202576718,0.0293103467871772,-0.0203488414633092,0.0170582604471746,-0.0203521633531409,-0.0358991178333656,0.00796964918959434,0.0412760735405898,-0.0176363572315108,-0.000615575419852881,0.0333184196612648,-0.0334533884848177,-0.00367678394552573,0.0185533314863406,-0.0129099820777498,0.0316894099086353,0.0233311160062001,0.0284055361798695,-0.0791759492637445,-0.0159821598465437,-0.00280828650223498,-0.020918587692817,0.0159640811770398,-0.0313536822884782,0.0116783585588812,0.00617585571148943,0.0400441903498387,-0.00803365116333506,-0.0259086166424006,-0.0187136708412568,0.0410315144627075,-0.0106952200507207
"fp_original_shape_Maximum2DDiameterColumn_1",-0.0639365533474596,-0.0332467250866975,0.00666149767431482,0.0265394360396259,0.061883658104068,0.0246860054001769,-0.0137578594768271,-0.0377011195829173,-0.0180391824250486,0.0229194100000326,-0.00485173457113282,0.0224561544249631,-0.0499700303807824,-0.00752490039480548,0.018555431719927,-0.0291004233728407,-0.0545597165374963,-0.0238771722256227,0.0287371019595266,0.0800972888312945,0.069809275886625,0.0045770979522577,-0.00800995982647299,-0.0425225691103523,0.0451960889023769,-0.00422227911402889,0.0731228823036655,0.027695335009757,-0.00315513406091385,0.0870603789596086,0.0307186453739142,-0.00904493241674603,-0.0322701522853761,-0.0781998312008392,0.0139300360731681,0.0393708401527653,-0.0142743939230408,0.0626946126662168,0.0652441501764667,-0.0230109174962879,0.0387759322663391,-0.0194953760945464,-0.112725140871266,-0.00065814802261701,0.0339706957270573,0.0557404882083452,-0.00403360115618786,-0.158444163918391,-0.0247269757638644,0.0193046313695623,-0.0305728158153245,-0.0463808237228626,0.0157020209828888,-0.0679440798095045,0.0332356646589375,0.0241101498211481,0.00666806492333276
"ktrans_original_shape_Maximum2DDiameterColumn_1",-0.0639365533474596,-0.0332467250866975,0.00666149767431482,0.0265394360396259,0.061883658104068,0.0246860054001769,-0.0137578594768271,-0.0377011195829173,-0.0180391824250486,0.0229194100000326,-0.00485173457113282,0.0224561544249631,-0.0499700303807824,-0.00752490039480548,0.018555431719927,-0.0291004233728407,-0.0545597165374963,-0.0238771722256227,0.0287371019595266,0.0800972888312945,0.069809275886625,0.0045770979522577,-0.00800995982647299,-0.0425225691103523,0.0451960889023769,-0.00422227911402889,0.0731228823036655,0.027695335009757,-0.00315513406091385,0.0870603789596086,0.0307186453739142,-0.00904493241674603,-0.0322701522853761,-0.0781998312008392,0.0139300360731681,0.0393708401527653,-0.0142743939230408,0.0626946126662168,0.0652441501764667,-0.0230109174962879,0.0387759322663391,-0.0194953760945464,-0.112725140871266,-0.00065814802261701,0.0339706957270573,0.0557404882083452,-0.00403360115618786,-0.158444163918391,-0.0247269757638644,0.0193046313695623,-0.0305728158153245,-0.0463808237228626,0.0157020209828888,-0.0679440798095045,0.0332356646589375,0.0241101498211481,0.00666806492333276
"tau_original_shape_Maximum2DDiameterColumn_1",-0.0634009537873049,-0.0320127006419132,0.00720966012071422,0.0278566004982618,0.0617233499996435,0.0242836555459434,-0.0139639003422772,-0.0386089313870874,-0.019408710517353,0.0221376701142436,-0.00243543975470891,0.0224025643160342,-0.0485013650806136,-0.00526663470487539,0.0211691229886537,-0.030519821528844,-0.0588221923195769,-0.0248777699741792,0.027479759107424,0.08163076191512,0.0702710046604919,0.00472762349785909,-0.0116459551187947,-0.0380258367069911,0.0474430355151126,0.00524307504002286,0.0650510538665659,0.0455370021213117,-0.00346481614926381,0.0842066286795417,0.0245392211015869,-0.00457441571540706,-0.019726060485086,-0.0798487999610364,0.00688094506049172,0.0484475784631597,0.0188951160483123,0.0501800039644061,0.0819411018646702,-0.0744337095995014,-0.0280715747405281,-0.0599442985437401,-0.0806271065730681,0.00331489105123089,-0.0158011673514591,0.04887259788848,0.0429002108391811,-0.187184900776517,0.0124296598319103,0.0342667175768695,0.00630380115442289,-0.0601478551510646,0.017515685524298,-0.0567063455427828,0.0584077463998562,0.0148256875777517,-0.0327005465766119
"ve_original_shape_Maximum2DDiameterColumn_1",-0.0639365533474596,-0.0332467250866975,0.00666149767431482,0.0265394360396259,0.061883658104068,0.0246860054001769,-0.0137578594768271,-0.0377011195829173,-0.0180391824250486,0.0229194100000326,-0.00485173457113282,0.0224561544249631,-0.0499700303807824,-0.00752490039480548,0.018555431719927,-0.0291004233728407,-0.0545597165374963,-0.0238771722256227,0.0287371019595266,0.0800972888312945,0.069809275886625,0.0045770979522577,-0.00800995982647299,-0.0425225691103523,0.0451960889023769,-0.00422227911402889,0.0731228823036655,0.027695335009757,-0.00315513406091385,0.0870603789596086,0.0307186453739142,-0.00904493241674603,-0.0322701522853761,-0.0781998312008392,0.0139300360731681,0.0393708401527653,-0.0142743939230408,0.0626946126662168,0.0652441501764667,-0.0230109174962879,0.0387759322663391,-0.0194953760945464,-0.112725140871266,-0.00065814802261701,0.0339706957270573,0.0557404882083452,-0.00403360115618786,-0.158444163918391,-0.0247269757638644,0.0193046313695623,-0.0305728158153245,-0.0463808237228626,0.0157020209828888,-0.0679440798095045,0.0332356646589375,0.0241101498211481,0.00666806492333276
"vp_original_shape_Maximum2DDiameterColumn_1",-0.0639365533474596,-0.0332467250866975,0.00666149767431482,0.0265394360396259,0.061883658104068,0.0246860054001769,-0.0137578594768271,-0.0377011195829173,-0.0180391824250486,0.0229194100000326,-0.00485173457113282,0.0224561544249631,-0.0499700303807824,-0.00752490039480548,0.018555431719927,-0.0291004233728407,-0.0545597165374963,-0.0238771722256227,0.0287371019595266,0.0800972888312945,0.069809275886625,0.0045770979522577,-0.00800995982647299,-0.0425225691103523,0.0451960889023769,-0.00422227911402889,0.0731228823036655,0.027695335009757,-0.00315513406091385,0.0870603789596086,0.0307186453739142,-0.00904493241674603,-0.0322701522853761,-0.0781998312008392,0.0139300360731681,0.0393708401527653,-0.0142743939230408,0.0626946126662168,0.0652441501764667,-0.0230109174962879,0.0387759322663391,-0.0194953760945464,-0.112725140871266,-0.00065814802261701,0.0339706957270573,0.0557404882083452,-0.00403360115618786,-0.158444163918391,-0.0247269757638644,0.0193046313695623,-0.0305728158153245,-0.0463808237228626,0.0157020209828888,-0.0679440798095045,0.0332356646589375,0.0241101498211481,0.00666806492333276
"fp_original_shape_Maximum2DDiameterColumn_2",0.00223249385835531,-0.0874770732713865,-0.0540044186297746,0.0241752202235975,-0.00199499734161967,-0.0214353146304182,-0.0153206041501312,0.0583417713860864,-0.00536158258283215,-0.00587388276792701,-0.00911635671021523,-0.0184874654770746,-0.003425804427319,0.0744499188817405,0.0411472198851154,-0.00842825344091374,-0.0493979190457535,0.0301566251635482,-0.00747246290793793,0.0713064861896052,0.0115334374796058,0.0179106201662918,0.0243809164548291,-0.00394969639228214,0.0483166245220785,-0.0155785530891565,-0.0410351442074508,0.0389292887564944,0.04176439626704,0.0777248263971795,0.00345121870900023,-0.0102205565114676,0.0615016323497625,-0.134206852184934,0.025462942766539,-0.0445717765078208,-0.00313303164486978,-0.0729188869039814,0.0259032102139889,0.0646002476568152,0.051878116383577,0.00593178408117226,-0.0296113928500086,0.0016194403751863,-0.0180737996761406,-0.0570474226409774,0.0479422102607583,-0.0190852844466726,-0.0242053021522687,0.0539909872111656,-0.0533033881959369,0.0467970107917732,-0.0597078501383128,0.0506830168636843,0.0144764296830889,-0.0263062828997402,0.026591510020648
"ktrans_original_shape_Maximum2DDiameterColumn_2",0.00223249385835531,-0.0874770732713865,-0.0540044186297746,0.0241752202235975,-0.00199499734161967,-0.0214353146304182,-0.0153206041501312,0.0583417713860864,-0.00536158258283215,-0.00587388276792701,-0.00911635671021523,-0.0184874654770746,-0.003425804427319,0.0744499188817405,0.0411472198851154,-0.00842825344091374,-0.0493979190457535,0.0301566251635482,-0.00747246290793793,0.0713064861896052,0.0115334374796058,0.0179106201662918,0.0243809164548291,-0.00394969639228214,0.0483166245220785,-0.0155785530891565,-0.0410351442074508,0.0389292887564944,0.04176439626704,0.0777248263971795,0.00345121870900023,-0.0102205565114676,0.0615016323497625,-0.134206852184934,0.025462942766539,-0.0445717765078208,-0.00313303164486978,-0.0729188869039814,0.0259032102139889,0.0646002476568152,0.051878116383577,0.00593178408117226,-0.0296113928500086,0.0016194403751863,-0.0180737996761406,-0.0570474226409774,0.0479422102607583,-0.0190852844466726,-0.0242053021522687,0.0539909872111656,-0.0533033881959369,0.0467970107917732,-0.0597078501383128,0.0506830168636843,0.0144764296830889,-0.0263062828997402,0.026591510020648
"tau_original_shape_Maximum2DDiameterColumn_2",0.00270356769299738,-0.0868860590136473,-0.0539054221170084,0.0247345271060564,-0.0022423362925158,-0.021728811413646,-0.0154752752843641,0.0580757178808906,-0.00598613938061026,-0.00626938836510515,-0.00800870926628385,-0.0186070637910282,-0.00260088306015558,0.0756860224250664,0.0422889171888884,-0.00916841353828476,-0.0515160667738372,0.0291782247649715,-0.00793238862494999,0.0726770875032696,0.0121118017656022,0.0184624047594425,0.0223145421512827,-0.00171707667846486,0.0495329794673171,-0.0107286581176947,-0.0454358783289912,0.0475607508444453,0.0415791938994858,0.0766108009852268,-1.4568486481923e-05,-0.00793962138704878,0.0678553671341086,-0.134827988298949,0.0218383435392151,-0.0402048041909677,0.0136146228181236,-0.0796316543779802,0.0340065318148574,0.0387069113579777,0.018116641958538,-0.0145170062681956,-0.0128334716847113,0.00332960598225168,-0.043550017506237,-0.0617645796240958,0.071107878904316,-0.0324113587739085,-0.00545475769550755,0.0612524994998246,-0.0348309429556357,0.0405956229840907,-0.0589202163174753,0.0571860076494275,0.0280189735703739,-0.0305243647848691,0.0101330136226232
"ve_original_shape_Maximum2DDiameterColumn_2",0.00223249385835531,-0.0874770732713865,-0.0540044186297746,0.0241752202235975,-0.00199499734161967,-0.0214353146304182,-0.0153206041501312,0.0583417713860864,-0.00536158258283215,-0.00587388276792701,-0.00911635671021523,-0.0184874654770746,-0.003425804427319,0.0744499188817405,0.0411472198851154,-0.00842825344091374,-0.0493979190457535,0.0301566251635482,-0.00747246290793793,0.0713064861896052,0.0115334374796058,0.0179106201662918,0.0243809164548291,-0.00394969639228214,0.0483166245220785,-0.0155785530891565,-0.0410351442074508,0.0389292887564944,0.04176439626704,0.0777248263971795,0.00345121870900023,-0.0102205565114676,0.0615016323497625,-0.134206852184934,0.025462942766539,-0.0445717765078208,-0.00313303164486978,-0.0729188869039814,0.0259032102139889,0.0646002476568152,0.051878116383577,0.00593178408117226,-0.0296113928500086,0.0016194403751863,-0.0180737996761406,-0.0570474226409774,0.0479422102607583,-0.0190852844466726,-0.0242053021522687,0.0539909872111656,-0.0533033881959369,0.0467970107917732,-0.0597078501383128,0.0506830168636843,0.0144764296830889,-0.0263062828997402,0.026591510020648
"vp_original_shape_Maximum2DDiameterColumn_2",0.00223249385835531,-0.0874770732713865,-0.0540044186297746,0.0241752202235975,-0.00199499734161967,-0.0214353146304182,-0.0153206041501312,0.0583417713860864,-0.00536158258283215,-0.00587388276792701,-0.00911635671021523,-0.0184874654770746,-0.003425804427319,0.0744499188817405,0.0411472198851154,-0.00842825344091374,-0.0493979190457535,0.0301566251635482,-0.00747246290793793,0.0713064861896052,0.0115334374796058,0.0179106201662918,0.0243809164548291,-0.00394969639228214,0.0483166245220785,-0.0155785530891565,-0.0410351442074508,0.0389292887564944,0.04176439626704,0.0777248263971795,0.00345121870900023,-0.0102205565114676,0.0615016323497625,-0.134206852184934,0.025462942766539,-0.0445717765078208,-0.00313303164486978,-0.0729188869039814,0.0259032102139889,0.0646002476568152,0.051878116383577,0.00593178408117226,-0.0296113928500086,0.0016194403751863,-0.0180737996761406,-0.0570474226409774,0.0479422102607583,-0.0190852844466726,-0.0242053021522687,0.0539909872111656,-0.0533033881959369,0.0467970107917732,-0.0597078501383128,0.0506830168636843,0.0144764296830889,-0.0263062828997402,0.026591510020648
"fp_original_shape_Maximum2DDiameterRow_1",-0.069716781917817,-0.0319641749211855,0.00448255116365307,0.0103996513090506,0.0684042292074605,0.0308794704959957,0.0145567074352521,-0.0403272623073698,0.00664041839283827,0.00249634076241996,0.0210240938919976,0.0188604117025158,-0.0311148172910402,-0.0194318471179199,0.0181028044412103,0.00038935469056812,-0.0361404208001175,-0.0174850894067774,-0.00322872377245875,0.00966583314035254,0.0244882375130765,-0.0487937106584837,-0.00708529520216427,-0.0844503132396843,-0.0181976276508576,0.0359642070564946,0.0173995395776507,-0.0614521400170048,0.0178638488836812,0.0330692209679231,0.00159777300856668,-0.0432996094906931,-0.0216291720365059,0.037758174218933,0.041908152458148,-0.0188846207534045,0.0164968938377283,0.0620856734789523,0.00257902176463785,-0.0621356466670807,0.0274160926744385,0.0209728287189427,-0.0131307470039489,0.0681396201424917,-0.00806626950690221,0.0365092955489169,0.071487515153744,0.0266476788076745,0.0199906651343557,-0.0263271181379497,-0.0239937907118076,0.016392300641029,-0.0347126816418183,0.00971344626092807,-0.0262885411999687,0.0127282320665925,-0.000581612086054481
